id,skin_r_forehead,skin_g_forehead,skin_b_forehead,skin_r_cheek,skin_g_cheek,skin_b_cheek,skin_r_jaw,skin_g_jaw,skin_b_jaw,skin_lab_l,skin_lab_a,skin_lab_b,undertone,skin_depth,tan_level,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,contrast_score,chroma_score,value_score,season,subseason,primary_colors,secondary_colors,neutral_colors,accent_colors,avoid_colors_strict,avoid_colors_soft
4204,228,196,136,236,188,126,221,181,120,71,19,28,cool,deep,none,19,88,68,50,14,50,0.541,0.373,0.712,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4205,198,141,174,198,137,159,178,122,155,63,25,-13,warm,deep,heavy,40,88,0,18,33,7,0.513,0.2,0.639,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4206,229,143,130,232,136,122,217,123,118,63,43,4,neutral,light,mild,34,17,66,41,8,0,0.523,0.373,0.634,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4207,231,216,154,238,206,139,216,195,132,75,11,31,warm,medium,none,28,32,48,43,11,0,0.639,0.329,0.756,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4208,247,144,181,249,138,173,225,131,167,72,50,-20,neutral,light,heavy,91,0,56,38,18,11,0.536,0.396,0.725,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4209,204,158,118,210,157,111,188,151,106,61,21,20,neutral,medium,none,89,68,0,50,43,24,0.416,0.329,0.618,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4210,241,149,178,250,146,167,231,131,163,72,47,-13,neutral,medium,none,36,24,39,50,13,36,0.618,0.369,0.729,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4211,244,176,121,248,172,108,223,157,105,68,33,29,cool,deep,mild,63,55,13,63,11,34,0.528,0.49,0.684,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4212,216,198,157,218,196,144,201,189,134,72,6,23,neutral,deep,mild,14,0,26,27,31,0,0.685,0.231,0.723,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4213,178,201,126,181,193,114,162,181,111,63,-11,37,warm,light,mild,10,55,24,20,10,0,0.527,0.29,0.631,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4214,206,179,124,216,174,109,197,159,100,64,16,30,warm,deep,mild,80,12,0,56,1,32,0.532,0.361,0.646,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4215,210,207,176,213,206,164,192,197,164,75,-1,18,warm,medium,mild,25,4,26,46,32,26,0.691,0.145,0.756,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4216,203,195,128,205,195,118,186,189,108,67,0,36,neutral,light,heavy,72,9,8,63,56,9,0.569,0.282,0.671,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4217,237,201,159,240,200,151,224,185,146,76,15,22,neutral,deep,heavy,31,4,0,12,5,27,0.725,0.29,0.766,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4218,225,207,151,232,206,137,212,197,132,74,8,32,neutral,deep,none,15,79,2,65,48,27,0.636,0.314,0.745,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4219,176,184,171,178,176,157,158,163,153,66,-4,7,cool,light,none,100,33,63,22,22,0,0.423,0.055,0.661,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4220,217,188,148,218,183,134,194,178,124,69,12,22,neutral,light,mild,91,33,73,68,9,0,0.457,0.271,0.693,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4221,165,173,156,173,173,141,148,165,137,63,-5,13,cool,medium,heavy,51,63,5,12,53,34,0.478,0.106,0.63,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4222,195,191,173,200,185,164,182,179,164,71,2,8,neutral,deep,heavy,93,62,79,19,27,21,0.41,0.082,0.711,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4223,195,220,153,201,210,144,183,195,140,71,-9,30,neutral,light,mild,51,85,29,70,50,0,0.505,0.239,0.719,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4224,202,139,173,207,138,168,191,123,163,66,29,-17,warm,light,heavy,67,54,70,46,24,45,0.422,0.231,0.664,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4225,184,194,167,187,189,152,168,175,142,68,-6,16,cool,deep,mild,47,40,13,68,33,10,0.555,0.125,0.684,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4226,228,193,142,234,185,128,215,176,119,70,19,26,warm,light,mild,40,19,44,59,37,24,0.597,0.357,0.708,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4227,242,144,174,242,136,168,225,128,160,70,48,-18,neutral,medium,none,63,35,77,40,38,23,0.497,0.376,0.707,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4228,187,163,176,189,158,166,164,145,162,66,10,-6,cool,light,none,46,30,0,62,16,23,0.571,0.082,0.664,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4229,192,175,134,201,170,123,184,164,119,63,10,21,warm,medium,none,46,80,34,14,23,27,0.442,0.247,0.639,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4230,237,201,147,247,200,132,230,188,125,75,18,31,neutral,medium,mild,27,0,45,46,39,34,0.69,0.392,0.75,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4231,188,194,163,195,194,150,175,186,140,69,-4,19,neutral,deep,none,85,27,57,58,12,43,0.494,0.153,0.698,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4232,207,207,101,213,204,96,193,190,90,66,0,51,warm,light,none,13,58,49,49,47,0,0.556,0.404,0.664,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4233,167,191,121,174,184,113,157,172,108,60,-10,33,cool,deep,none,55,17,64,56,53,5,0.468,0.259,0.609,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4234,162,175,143,171,172,137,147,167,131,62,-5,15,neutral,light,mild,109,0,72,27,56,20,0.437,0.118,0.621,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4235,195,139,135,199,139,129,180,130,121,60,25,2,neutral,deep,mild,11,29,4,39,9,49,0.559,0.216,0.604,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4236,195,135,151,196,133,137,179,127,131,60,26,-4,warm,light,heavy,25,61,0,32,45,50,0.513,0.208,0.603,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4237,184,213,166,194,203,160,177,189,157,72,-9,19,neutral,medium,heavy,90,11,7,28,0,15,0.603,0.149,0.722,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4238,225,214,144,225,209,130,203,202,130,73,3,37,warm,light,none,72,9,19,45,31,15,0.616,0.314,0.731,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4239,204,209,107,207,206,101,189,199,94,66,-4,50,cool,medium,none,74,61,19,33,60,16,0.474,0.392,0.665,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4240,231,144,163,231,138,156,211,132,149,67,41,-11,neutral,medium,heavy,96,35,59,37,36,22,0.434,0.325,0.68,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4241,209,181,162,210,174,152,185,163,148,69,13,8,cool,light,mild,93,49,26,31,42,16,0.477,0.169,0.694,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4242,216,201,153,217,194,143,192,185,137,71,6,23,warm,medium,heavy,25,88,42,50,25,50,0.535,0.231,0.718,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4243,178,198,132,184,189,122,163,183,114,64,-7,31,neutral,deep,none,59,48,0,63,36,3,0.503,0.243,0.641,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4244,206,152,140,213,147,132,191,140,132,63,28,5,neutral,deep,mild,88,80,0,18,3,0,0.433,0.259,0.637,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4245,223,169,147,232,165,136,207,160,136,69,28,12,warm,medium,heavy,27,18,0,68,47,11,0.639,0.318,0.69,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4246,228,172,120,238,164,114,221,150,114,66,32,22,warm,deep,heavy,50,59,4,19,11,9,0.536,0.427,0.668,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4247,215,206,135,218,203,127,202,196,126,70,2,35,warm,deep,mild,107,8,61,30,22,10,0.523,0.298,0.71,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4248,210,164,112,217,155,100,192,150,96,61,26,25,warm,deep,mild,96,48,61,47,23,28,0.364,0.4,0.61,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4249,167,202,137,172,198,129,150,188,119,64,-18,32,cool,medium,none,88,25,34,40,11,2,0.483,0.251,0.646,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4250,223,150,138,224,148,125,208,134,123,64,33,9,neutral,medium,mild,41,85,67,27,2,37,0.441,0.329,0.643,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4251,237,182,155,245,174,147,222,167,140,73,30,11,cool,medium,heavy,110,48,29,45,36,17,0.49,0.325,0.733,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4252,168,147,161,170,147,154,154,139,151,60,6,-6,warm,medium,none,90,0,74,12,27,0,0.416,0.051,0.609,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4253,222,172,157,222,169,144,204,157,141,69,21,10,neutral,light,none,32,73,73,10,8,1,0.494,0.247,0.693,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4254,241,156,117,248,146,103,223,132,100,64,46,19,cool,light,heavy,76,45,72,66,50,34,0.441,0.51,0.643,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4255,219,181,156,221,174,142,205,160,140,69,18,13,warm,deep,none,21,8,0,24,5,17,0.662,0.251,0.695,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4256,178,171,166,184,161,160,165,156,155,65,6,-2,warm,deep,mild,13,80,41,53,10,38,0.496,0.051,0.654,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4257,204,196,102,211,187,96,189,176,93,63,7,43,neutral,medium,heavy,57,0,11,25,19,48,0.573,0.392,0.639,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4258,230,194,121,239,194,116,223,188,108,71,17,36,warm,light,heavy,103,21,0,62,40,2,0.558,0.424,0.711,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4259,222,183,163,222,175,152,201,162,151,71,18,9,cool,light,mild,84,0,55,12,21,5,0.543,0.216,0.711,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4260,233,136,106,243,136,95,224,129,86,61,48,18,warm,medium,heavy,21,20,18,39,22,5,0.579,0.522,0.613,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4261,194,208,143,196,198,134,181,191,128,68,-6,29,warm,deep,none,15,15,80,10,17,7,0.583,0.231,0.684,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4262,218,138,110,222,137,103,197,132,100,59,37,14,neutral,light,mild,70,39,0,18,51,0,0.462,0.408,0.597,Autumn,warm_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4263,165,140,180,174,130,174,151,120,172,61,17,-24,neutral,medium,heavy,53,49,2,32,7,0,0.508,0.192,0.618,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4264,241,142,151,247,136,136,222,130,130,67,50,-2,neutral,light,heavy,35,62,3,30,13,25,0.58,0.396,0.672,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4265,219,170,114,220,161,103,201,146,95,62,24,26,cool,deep,none,52,82,0,30,34,28,0.469,0.4,0.626,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4266,174,185,172,179,175,160,156,166,151,66,-3,5,neutral,deep,none,87,36,0,48,42,34,0.523,0.039,0.665,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4267,199,180,177,205,175,168,185,164,166,70,10,1,cool,deep,heavy,32,36,43,51,54,12,0.568,0.086,0.71,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4268,178,163,135,186,155,120,162,146,115,59,10,15,warm,medium,mild,27,47,73,70,42,14,0.434,0.2,0.596,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4269,174,188,122,178,178,114,158,172,108,60,-5,29,neutral,light,mild,79,79,34,34,48,13,0.358,0.231,0.608,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4270,235,136,124,238,133,109,215,126,109,62,47,9,cool,light,none,69,54,5,69,55,47,0.472,0.447,0.621,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
4271,222,176,128,222,167,123,201,156,116,66,22,19,neutral,light,heavy,55,31,69,53,33,21,0.49,0.329,0.663,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4272,232,151,124,232,142,117,216,128,107,63,40,10,neutral,medium,mild,26,9,7,63,48,33,0.597,0.392,0.635,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4273,184,164,160,184,157,147,162,146,146,63,8,2,cool,deep,mild,36,0,23,36,2,21,0.557,0.086,0.631,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4274,202,202,177,207,201,165,188,191,163,74,-2,15,warm,deep,mild,93,51,52,35,40,24,0.493,0.122,0.742,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4275,171,193,163,172,193,155,152,187,147,67,-15,16,cool,deep,mild,33,87,12,15,12,47,0.506,0.129,0.673,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4276,211,145,140,215,137,128,194,129,124,62,34,2,warm,deep,none,74,26,66,62,3,0,0.418,0.282,0.621,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4277,189,217,149,199,207,144,180,192,134,71,-9,29,warm,deep,heavy,110,6,0,51,40,24,0.595,0.227,0.712,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4278,205,194,170,210,191,157,186,185,154,72,4,14,neutral,light,mild,44,54,57,70,36,19,0.528,0.149,0.723,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4279,195,138,117,197,130,107,172,117,103,56,28,9,warm,medium,heavy,78,39,21,13,27,0,0.382,0.294,0.561,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4280,243,189,150,244,181,144,226,172,134,73,26,16,cool,medium,heavy,96,5,49,49,24,43,0.556,0.333,0.737,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4281,244,169,110,245,165,100,227,152,95,66,35,30,cool,deep,heavy,83,81,71,55,41,27,0.401,0.51,0.66,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4282,193,184,146,194,183,132,169,175,131,65,0,23,neutral,deep,mild,19,47,14,64,53,41,0.559,0.184,0.659,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4283,200,191,118,204,185,109,184,176,106,64,4,35,cool,deep,mild,50,0,77,47,46,27,0.538,0.314,0.644,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4284,194,159,178,197,152,173,180,144,167,67,17,-13,neutral,medium,none,12,62,17,40,29,10,0.577,0.137,0.676,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4285,246,186,143,249,177,137,233,172,134,72,31,17,neutral,light,none,56,83,54,50,51,21,0.507,0.38,0.729,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4286,228,143,105,231,133,98,212,118,91,59,44,15,neutral,medium,mild,36,46,16,51,59,2,0.504,0.463,0.597,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4287,177,206,158,183,199,149,165,188,139,68,-13,22,warm,light,heavy,75,42,4,43,58,1,0.54,0.176,0.688,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4288,210,197,114,217,190,102,198,176,92,65,8,41,warm,deep,heavy,57,0,0,37,18,9,0.6,0.392,0.659,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4289,247,201,182,247,192,175,226,185,169,79,22,6,warm,light,none,58,17,43,62,9,0,0.647,0.224,0.796,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4290,170,139,135,178,132,130,155,120,130,56,18,-1,cool,light,mild,32,10,63,65,21,27,0.445,0.141,0.569,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4291,232,188,146,242,184,136,223,177,132,72,24,21,neutral,deep,heavy,13,59,26,56,32,0,0.628,0.357,0.728,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4292,180,195,149,181,191,140,161,185,131,66,-10,23,cool,medium,mild,74,0,38,24,20,3,0.543,0.18,0.663,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4293,196,182,177,206,178,170,184,166,165,71,9,1,cool,medium,heavy,59,0,63,49,16,33,0.569,0.082,0.718,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4294,232,216,108,232,208,96,210,196,91,69,7,53,neutral,deep,none,80,83,50,35,46,48,0.444,0.475,0.694,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4295,196,177,171,197,176,156,182,166,150,68,5,7,warm,light,heavy,82,14,0,45,11,10,0.57,0.102,0.685,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4296,201,182,169,210,176,156,185,165,151,70,12,7,cool,deep,heavy,69,0,0,36,22,25,0.617,0.153,0.702,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4297,211,150,154,211,143,142,192,128,132,64,29,-2,cool,medium,mild,90,41,0,63,50,27,0.477,0.227,0.642,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
4298,232,174,180,233,166,174,214,153,165,74,28,-6,cool,medium,none,73,35,0,55,16,25,0.607,0.224,0.742,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4299,241,192,122,246,188,109,227,174,99,70,24,37,cool,deep,mild,109,25,0,33,47,0,0.535,0.478,0.703,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
4300,239,196,176,239,195,163,223,187,163,77,17,13,neutral,medium,heavy,23,12,79,18,58,27,0.657,0.239,0.774,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
4301,210,204,124,218,200,118,194,193,108,69,4,38,warm,deep,heavy,104,83,24,16,57,20,0.42,0.333,0.694,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
