id,height_cm,shoulder_width,bust,waist,hip,shoulder_to_hip_ratio,waist_to_hip_ratio,bust_to_hip_ratio,body_shape,body_subtype,recommended_fits,avoid_fits,top_recommendations,bottom_recommendations,dress_recommendations,necklines,sleeves,fabrics,patterns,accessories,outerwear,footwear
2164,162.3,51.3,120.4,113.2,124.0,1.03,0.91,0.97,Rectangle,Wide Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2165,183.8,48.5,118.2,86.1,104.4,1.16,0.83,1.13,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2166,177.8,36.1,92.5,60.9,92.2,0.98,0.66,1.0,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2167,172.4,31.5,81.5,59.7,89.3,0.88,0.67,0.91,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2168,153.0,47.0,115.2,84.4,120.2,0.98,0.7,0.96,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2169,156.7,30.9,75.4,64.2,92.8,0.83,0.69,0.81,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2170,183.0,34.7,104.4,76.8,110.6,0.78,0.69,0.94,Pear,Bell Shape,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2171,178.1,39.2,93.6,67.9,85.9,1.14,0.79,1.09,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2172,160.6,46.4,122.7,78.4,118.3,0.98,0.66,1.04,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2173,165.7,43.1,103.2,72.5,106.2,1.01,0.68,0.97,Hourglass,Full Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2174,169.6,38.9,92.3,82.4,95.4,1.02,0.86,0.97,Rectangle,Lean Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2175,164.1,42.2,101.6,92.2,105.0,1.01,0.88,0.97,Rectangle,Straight Column,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2176,183.1,37.7,98.2,80.9,96.5,0.98,0.84,1.02,Rectangle,Lean Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2177,167.2,44.5,118.9,85.6,115.9,0.96,0.74,1.03,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2178,156.5,57.4,132.9,97.6,115.0,1.25,0.85,1.16,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2179,178.9,36.6,84.8,60.5,88.7,1.03,0.68,0.96,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2180,172.4,31.3,83.3,63.4,90.2,0.87,0.7,0.92,Pear,Soft Pear,"A-line, Structured tops, Fit-and-flare","Tight bottoms, Low-rise pants, Mini skirts with volume","Boat necks, Off-the-shoulder tops, Cowl necks, Ruffled blouses","A-line skirts, Wide-leg trousers, Straight-leg jeans","Empire waist dresses, A-line silhouettes, X-line dresses","Boat neck, Bardot, Square, Wide V-neck","Puff sleeves, Flutter sleeves, Embellished shoulders, Bell sleeves","Cotton, Linen on top; Flowy rayon, Matte jersey on bottom","Horizontal stripes on top, Dark solids on bottom, Large prints on top","Statement necklaces, Scarves, Shoulder bags","Jackets with shoulder pads, Cropped cardigans, A-line coats","Block heels, Platform shoes, Nude-toned flats"
2181,164.0,38.5,92.4,85.2,91.8,1.05,0.93,1.01,Rectangle,Lean Rectangle,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2182,177.0,38.1,95.9,75.8,93.0,1.02,0.81,1.03,Rectangle,Straight Column,"Layered, Voluminous, Belted shapes","Vertical stripes, Straight-cut shift dresses, Square necklines","Sweetheart necklines, Peplum tops, Ruched blouses, Layered knits","Cargo pants, Pleated skirts, Jeans with back pockets, A-line skirts","Ruched dresses, Belted shifts, Tiered dresses","Sweetheart, Cowl, Crew with detail, Round","Cuffed, Ruched, Flounced, Frilled","Textured fabrics, Linen, Tweed, Lace, Organza","Circles, Swirls, Horizontal stripes, Geometric prints","Wide belts, Layered bracelets, Round eyewear","Peplum jackets, Belted trench, Short bombers","Rounded toes, Embellished flats, Boots with detail"
2183,179.1,46.4,118.4,86.1,117.6,0.99,0.73,1.01,Hourglass,Classic Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2184,171.5,40.7,100.5,69.4,85.6,1.19,0.81,1.17,Inverted Triangle,Athletic Inverted Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2185,155.7,48.8,119.3,82.9,117.1,1.04,0.71,1.02,Hourglass,Neat Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
2186,178.2,49.1,137.7,125.0,121.3,1.01,1.03,1.14,Apple,Oval Shape,"Empire waist, Straight lines, Flowy silhouettes","Waist belts, High-rise restrictive trousers, Double-breasted jackets","Empire tops, Flowy tunics, V-neck sweaters, Long cardigans","Leggings, Short skirts, Straight-leg trousers, Slim-fit jeans","Empire waist dresses, Swing dresses, Shift dresses","Deep V, Empire, Square, Low Scoop","Three-quarter length, Slit sleeves, Flared cuffs","Matte silk, Soft linen, Wool blends, Matte jersey","Vertical lines, Small-scale prints, Monochrome looks","Long earrings, Long necklaces, Tote bags","Long open cardigans, Straight-cut coats, Single-breasted blazers","Pointed-toe shoes, Nude heels, Slim-fit boots"
2187,179.3,45.1,116.4,84.0,101.9,1.11,0.82,1.14,Inverted Triangle,Top-heavy Triangle,"V-line, Volume on bottom, Unstructured tops","Shoulder pads, Boat necks, Halter necks with wide straps","Deep V-necks, Halter tops, Simple wrap tops, Raglan sleeves","Full skirts, Cargo pants, Wide-leg jeans, Palazzo pants","Halters, Full-skirted dresses, A-line shifts","Deep V, Narrow Scoop, U-neck, Halter","Raglan, Kimono (low volume), Dolman, Sleeveless","Soft knits on top; Structured denim, Corduroy on bottom","Vertical stripes on top, Bold prints on bottom, Diagonal lines","Hip belts, Long necklaces, Crossbody bags (resting at hip)","A-line coats, Unstructured blazers, Duster cardigans","Bright shoes, Chunky sneakers, Ankle-strap heels"
2188,170.9,40.1,101.7,74.7,101.5,0.99,0.74,1.0,Hourglass,Full Hourglass,"Form-fitting, Wrap styles, Tailored silhouettes","Boxy cuts, Oversized styles, Shapeless tunics","V-necks, Wrap tops, Fitted button-downs, Peplum tops","High-waisted trousers, Pencil skirts, Bootcut jeans","Fit-and-flare, Wrap dresses, Sheath dresses, Bodycon","V-neck, Sweetheart, Scoop, Oval","Fitted, Set-in, Three-quarter length, Cap sleeves","Silk, Jersey, Lightweight wool, Soft crepe","Flowing curves, Florals, Subtle stripes, Solid colors","Waist belts, Short necklaces, Structured handbags","Belted trench coats, Tailored blazers, Cropped jackets","Pointed heels, Strappy sandals, Almond-toe boots"
